0	0	0
1	0.005	0.00281075
2	0.01	0.00562081
3	0.015	0.00842949
4	0.02	0.0112361
5	0.025	0.01404
6	0.03	0.0168404
7	0.035	0.0196367
8	0.04	0.0224281
9	0.045	0.0252141
10	0.05	0.0279939
11	0.055	0.0307668
12	0.06	0.0335322
13	0.065	0.0362894
14	0.07	0.0390376
15	0.075	0.0417763
16	0.08	0.0445048
17	0.085	0.0472223
18	0.09	0.0499282
19	0.095	0.0526219
20	0.1	0.0553027
21	0.105	0.0579699
22	0.11	0.0606229
23	0.115	0.063261
24	0.12	0.0658836
25	0.125	0.06849
26	0.13	0.0710796
27	0.135	0.0736517
28	0.14	0.0762058
29	0.145	0.0787412
30	0.15	0.0812572
31	0.155	0.0837533
32	0.16	0.0862287
33	0.165	0.0886831
34	0.17	0.0911156
35	0.175	0.0935257
36	0.18	0.0959129
37	0.185	0.0982764
38	0.19	0.100616
39	0.195	0.102931
40	0.2	0.10522
41	0.205	0.107483
42	0.21	0.109721
43	0.215	0.111931
44	0.22	0.114113
45	0.225	0.116268
46	0.23	0.118394
47	0.235	0.12049
48	0.24	0.122557
49	0.245	0.124594
50	0.25	0.126601
51	0.255	0.128576
52	0.26	0.130519
53	0.265	0.13243
54	0.27	0.134309
55	0.275	0.136155
56	0.28	0.137967
57	0.285	0.139745
58	0.29	0.141488
59	0.295	0.143197
60	0.3	0.14487
61	0.305	0.146508
62	0.31	0.14811
63	0.315	0.149675
64	0.32	0.151203
65	0.325	0.152694
66	0.33	0.154147
67	0.335	0.155562
68	0.34	0.156939
69	0.345	0.158277
70	0.35	0.159576
71	0.355	0.160835
72	0.36	0.162055
73	0.365	0.163235
74	0.37	0.164375
75	0.375	0.165474
76	0.38	0.166532
77	0.385	0.167549
78	0.39	0.168524
79	0.395	0.169458
80	0.4	0.170351
81	0.405	0.171201
82	0.41	0.172008
83	0.415	0.172774
84	0.42	0.173496
85	0.425	0.174176
86	0.43	0.174812
87	0.435	0.175406
88	0.44	0.175956
89	0.445	0.176462
90	0.45	0.176925
91	0.455	0.177345
92	0.46	0.17772
93	0.465	0.178051
94	0.47	0.178339
95	0.475	0.178582
96	0.48	0.178781
97	0.485	0.178936
98	0.49	0.179047
99	0.495	0.179113
100	0.5	0.179135
101	0.505	0.179113
102	0.51	0.179047
103	0.515	0.178936
104	0.52	0.178781
105	0.525	0.178582
106	0.53	0.178339
107	0.535	0.178051
108	0.54	0.17772
109	0.545	0.177345
110	0.55	0.176925
111	0.555	0.176462
112	0.56	0.175956
113	0.565	0.175406
114	0.57	0.174812
115	0.575	0.174176
116	0.58	0.173496
117	0.585	0.172774
118	0.59	0.172008
119	0.595	0.171201
120	0.6	0.170351
121	0.605	0.169458
122	0.61	0.168524
123	0.615	0.167549
124	0.62	0.166532
125	0.625	0.165474
126	0.63	0.164375
127	0.635	0.163235
128	0.64	0.162055
129	0.645	0.160835
130	0.65	0.159576
131	0.655	0.158277
132	0.66	0.156939
133	0.665	0.155562
134	0.67	0.154147
135	0.675	0.152694
136	0.68	0.151203
137	0.685	0.149675
138	0.69	0.14811
139	0.695	0.146508
140	0.7	0.14487
141	0.705	0.143197
142	0.71	0.141488
143	0.715	0.139745
144	0.72	0.137967
145	0.725	0.136155
146	0.73	0.134309
147	0.735	0.13243
148	0.74	0.130519
149	0.745	0.128576
150	0.75	0.126601
151	0.755	0.124594
152	0.76	0.122557
153	0.765	0.12049
154	0.77	0.118394
155	0.775	0.116268
156	0.78	0.114113
157	0.785	0.111931
158	0.79	0.109721
159	0.795	0.107483
160	0.8	0.10522
161	0.805	0.102931
162	0.81	0.100616
163	0.815	0.0982764
164	0.82	0.0959129
165	0.825	0.0935257
166	0.83	0.0911156
167	0.835	0.0886831
168	0.84	0.0862287
169	0.845	0.0837533
170	0.85	0.0812572
171	0.855	0.0787412
172	0.86	0.0762058
173	0.865	0.0736517
174	0.87	0.0710796
175	0.875	0.06849
176	0.88	0.0658836
177	0.885	0.063261
178	0.89	0.0606229
179	0.895	0.0579699
180	0.9	0.0553027
181	0.905	0.0526219
182	0.91	0.0499282
183	0.915	0.0472223
184	0.92	0.0445048
185	0.925	0.0417763
186	0.93	0.0390376
187	0.935	0.0362894
188	0.94	0.0335322
189	0.945	0.0307668
190	0.95	0.0279939
191	0.955	0.0252141
192	0.96	0.0224281
193	0.965	0.0196367
194	0.97	0.0168404
195	0.975	0.01404
196	0.98	0.0112361
197	0.985	0.00842949
198	0.99	0.00562081
199	0.995	0.00281075
200	1	0
