1 1   23.2295 185.442 0.373782
2 1   53.1392 10.3627 0.10828
3 1   46.1231 -75.3998 0.176776
4 1   -168.516 90.8394 0.38288
5 1   27.4574 -98.0022 0.203552
6 1   115.029 181.731 0.430152
7 1   -57.4535 -5.24635 0.115385
8 1   -417.457 62.3136 0.844164
9 1   227.909 729.626 1.52879
10 1   140.327 -32.1 0.287903
11 1   -121.961 -225.225 0.512253
12 1   -298.505 -224.615 0.747146
13 1   47.7465 -51.1823 0.139991
14 1   -33.2421 -29.2053 0.0884983
15 1   250.423 -73.1094 0.521754
16 1   -271.452 -323.866 0.845164
17 1   236.645 2187.68 4.40088
18 1   297.956 -115.999 0.639479
19 1   -130.419 -128.107 0.365626
20 1   -156.113 52.4088 0.32935
21 1   40.9424 -1397.92 2.79704
22 1   413.703 -165.324 0.891027
23 1   59.3416 34.4773 0.13726
24 1   -23.9422 178.711 0.360614
25 1   -338.098 -164.084 0.751622
26 1   -247.363 -174.481 0.605417
27 1   -133.651 59.5845 0.292663
28 1   -0.206947 132.261 0.264523
29 1   -190.592 -400.854 0.887716
30 1   -65.5405 154.619 0.335873
31 1   -144.59 201.465 0.495961
32 1   158.592 -125.532 0.404523
33 1   -108.376 -26.9406 0.223349
34 1   61.0847 -261.676 0.537421
35 1   -190.976 96.1461 0.427626
36 1   192.482 113.151 0.446552
37 1   -29.2611 56.5889 0.127413
38 1   65.0736 139.713 0.308248
39 1   -10.0954 -4.87015 0.0224175
40 1   -89.1419 307.346 0.640024
41 1   -48.2727 84.7973 0.19515
42 1   -141.259 -54.6512 0.302925
43 1   -352.427 -75.6973 0.720929
44 1   -34.2058 8.44352 0.070465
45 1   222.835 -234.719 0.647297
46 1   -192.411 263.708 0.652882
47 1   -140.815 -169.05 0.44003
48 1   -148.644 -198.24 0.495557
49 1   -205.789 -16.3711 0.412879
50 1   -330.875 14.2727 0.662366
1 2   185.673 -127.266 0.450205
2 2   -45.4948 11.8055 0.094003
3 2   8.53849 52.4113 0.106205
4 2   -136.627 617.273 1.26443
5 2   200.386 56.7639 0.416541
6 2   217.873 95.2196 0.475543
7 2   51.7164 69.0066 0.17247
8 2   -1319.9 -571.923 2.87696
9 2   -27.5554 -196.142 0.396136
10 2   -78.0945 -211.404 0.450735
11 2   -46.3999 14.9131 0.0974752
12 2   -245.853 -222.54 0.663228
13 2   170.236 145.492 0.447876
14 2   306.868 -187.491 0.719224
15 2   503.501 -233.914 1.11037
16 2   213.061 2.38205 0.426149
17 2   -77.7929 -810.014 1.62748
18 2   11.9638 178.713 0.358227
19 2   2.78549 -109.993 0.220057
20 2   -799.809 90.3104 1.60978
21 2   -1348.88 -832.226 3.16991
22 2   -98.9321 -211.473 0.466941
23 2   -111.446 64.5444 0.257576
24 2   14.7939 -104.051 0.210195
25 2   -154.09 -72.7336 0.340788
26 2   -192.372 114.892 0.448139
27 2   108.587 141.75 0.357122
28 2   399.18 330.947 1.03705
29 2   282.472 -123.09 0.616253
30 2   -32.3662 -69.5089 0.15335
31 2   256.563 -381.942 0.920226
32 2   -199.58 -78.5583 0.42897
33 2   33.5099 46.4322 0.114523
34 2   -307.949 727.86 1.58065
35 2   46.6318 -1.54776 0.0933149
36 2   96.8878 -642.138 1.29881
37 2   -21.4459 260.981 0.52372
38 2   -0.638644 -139.02 0.278042
39 2   137.392 54.4314 0.295564
40 2   36.7596 -31.4845 0.0967996
41 2   1477.37 1246.15 3.86551
42 2   -157.209 32.3438 0.321003
43 2   7.50092 -208.838 0.417946
44 2   359.085 97.9641 0.744417
45 2   -25.1109 -170.085 0.343858
46 2   -87.051 -41.8126 0.193144
47 2   -261.084 -258.571 0.734913
48 2   22.1094 -297.254 0.59615
49 2   -148.278 68.7746 0.326903
50 2   79.6576 -50.777 0.18893
1 3   -27.6574 -43.7053 0.103442
2 3   -344.29 -301.737 0.9156
3 3   -75.416 -241.746 0.506472
4 3   929.58 -16.632 1.85946
5 3   342.998 160.493 0.757378
6 3   158.395 -23.4207 0.320234
7 3   94.9521 -90.3381 0.262121
8 3   -88.3203 -81.4085 0.240232
9 3   -196.329 -34.8651 0.398802
10 3   -68.8439 105.922 0.252657
11 3   4892.65 -57.4567 9.78598
12 3   136.904 171.733 0.439248
13 3   19.9872 -138.15 0.279177
14 3   -200.023 404.857 0.903147
15 3   137.294 151.519 0.408939
16 3   158.402 -1001.19 2.02728
17 3   -82.1159 139.929 0.324488
18 3   -117.443 -81.3952 0.285784
19 3   235.231 252.369 0.689996
20 3   20.2761 -82.6542 0.17021
21 3   -4.23923 -150.441 0.301002
22 3   3398.63 697.12 6.93878
23 3   238.646 18.4594 0.478717
24 3   352.706 33.4343 0.708573
25 3   66.1162 227.277 0.473397
26 3   31.8213 -75.4351 0.163744
27 3   -120.855 236.13 0.530521
28 3   -38.1644 -133.283 0.277278
29 3   -271.522 -523.049 1.17865
30 3   -76.5636 142.825 0.324104
31 3   -5.55359 63.9285 0.128338
32 3   50.2064 52.5702 0.145386
33 3   339.831 -16.291 0.680443
34 3   -75.8074 0.945441 0.151627
35 3   311.945 -86.241 0.647293
36 3   -32.1448 -128.309 0.264548
37 3   197.386 7.36323 0.395046
38 3   41.4051 -38.5878 0.113197
39 3   13.3873 -181.519 0.364024
40 3   265.21 343.235 0.867518
41 3   -42.5141 -75.2816 0.172913
42 3   -367.55 161.917 0.803268
43 3   -13.4457 98.5578 0.198941
44 3   -53.1629 34.1036 0.126323
45 3   106.433 -21.3358 0.217101
46 3   -71.4056 115.28 0.271206
47 3   375.551 92.8787 0.773731
48 3   100.679 104.769 0.290605
49 3   251.199 110.721 0.549037
50 3   436.277 662.703 1.58684
1 4   50.2034 -126.391 0.271993
2 4   -268.661 -783.92 1.65736
3 4   1184.83 509.01 2.57908
4 4   -3.54773 345.479 0.690995
5 4   290.039 32.4108 0.583688
6 4   -2006.01 -3873.42 8.7241
7 4   -445.38 -215.433 0.989494
8 4   -5006.45 -1131.26 10.2653
9 4   96.9391 -134.2 0.331099
10 4   198.893 64.5165 0.418191
11 4   -15.2457 -292.043 0.584881
12 4   -216.494 94.1239 0.472139
13 4   16.4557 54.376 0.113623
14 4   105.202 -454.288 0.93262
15 4   595.746 -118.835 1.21497
16 4   40.9154 98.9722 0.214192
17 4   142.68 371.351 0.795635
18 4   5214.33 -5468.64 15.1123
19 4   -65.321 -208.781 0.437522
20 4   -151.465 -435.357 0.921907
21 4   -49.0733 45.7991 0.13425
22 4   -290.577 2073.1 4.18673
23 4   353.591 157.565 0.774218
24 4   405.987 517.832 1.31602
25 4   378.395 276.004 0.93672
26 4   -140.548 156.067 0.420051
27 4   161.439 -301.205 0.683482
28 4   -240.773 -17.2862 0.482786
29 4   256.606 18.3049 0.514516
30 4   -346.554 -334.719 0.963611
31 4   92.1538 -22.4954 0.189719
32 4   -1912.41 -67.1663 3.82718
33 4   78.9423 -199.272 0.428677
34 4   -45.7885 335.396 0.677014
35 4   -19.3287 -31.4142 0.0737686
36 4   883.091 -184.407 1.80428
37 4   -85.7688 -99.6807 0.263002
38 4   496.343 -116.854 1.01983
39 4   23.7654 57.228 0.123933
40 4   299.928 -135.653 0.658357
41 4   251.987 -59.6488 0.517902
42 4   92.6262 -63.3485 0.224434
43 4   -160.602 -47.9928 0.335239
44 4   128.915 -287.507 0.630172
45 4   -370.133 -179.709 0.822906
46 4   -41.8235 227.748 0.463112
47 4   -32.0154 439.614 0.881556
48 4   -467.799 -387.873 1.21537
49 4   -904.163 400.403 1.97771
50 4   78.1344 27.8995 0.165932
1 5   -182.908 -110.423 0.42731
2 5   -76.6722 -65.7002 0.201942
3 5   145.097 125.645 0.383875
4 5   158.583 -386.892 0.836262
5 5   261.014 -107.846 0.564833
6 5   -8.30721 88.288 0.177356
7 5   -128.685 -81.3146 0.304447
8 5   -295.473 -3654.31 7.33247
9 5   -204.986 154.449 0.513318
10 5   101.048 -305.19 0.642967
11 5   -183.656 123.723 0.442886
12 5   359.866 -227.656 0.851659
13 5   245.127 -333.526 0.827834
