0	0	0	0
1	0.0078125	0.0488059	0.0482334
2	0.015625	0.0964668	0.0954102
3	0.0234375	0.142015	0.140604
4	0.03125	0.184742	0.183084
5	0.0390625	0.224154	0.222284
6	0.046875	0.259827	0.25771
7	0.0546875	0.291267	0.288841
8	0.0625	0.317854	0.315095
9	0.0703125	0.338922	0.335888
10	0.078125	0.353923	0.350756
11	0.0859375	0.362589	0.359466
12	0.09375	0.365009	0.362071
13	0.101563	0.361552	0.358862
14	0.109375	0.352716	0.350258
15	0.117188	0.338964	0.33668
16	0.125	0.320644	0.318509
17	0.132813	0.298054	0.296111
18	0.140625	0.271579	0.269947
19	0.148438	0.241841	0.240662
20	0.15625	0.209745	0.209119
21	0.164063	0.176397	0.176338
22	0.171875	0.14293	0.14336
23	0.179688	0.110323	0.111125
24	0.1875	0.0793204	0.0803999
25	0.195313	0.0504766	0.0518091
26	0.203125	0.0242979	0.0259293
27	0.210938	0.00138202	0.00338342
28	0.21875	-0.017531	-0.0151282
29	0.226563	-0.0316385	-0.0288876
30	0.234375	-0.0402442	-0.0372823
31	0.242188	-0.0429261	-0.0399262
32	0.25	-0.0396082	-0.0367128
33	0.257813	-0.0304994	-0.0277726
34	0.265625	-0.0159371	-0.0133635
35	0.273438	0.00377244	0.00624325
36	0.28125	0.0284236	0.0308126
37	0.289063	0.0578527	0.0601065
38	0.296875	0.0917895	0.0937816
39	0.304688	0.12971	0.131288
40	0.3125	0.170787	0.17184
41	0.320313	0.213969	0.21447
42	0.328125	0.258153	0.258167
43	0.335938	0.302366	0.301999
44	0.34375	0.345844	0.345178
45	0.351563	0.387989	0.387036
46	0.359375	0.428227	0.42693
47	0.367188	0.46587	0.464147
48	0.375	0.500066	0.497876
49	0.382813	0.529883	0.527272
50	0.390625	0.554479	0.551579
51	0.398438	0.573274	0.570252
52	0.40625	0.586025	0.58302
53	0.414063	0.592767	0.589843
54	0.421875	0.593661	0.590803
55	0.429688	0.588839	0.585999
56	0.4375	0.578337	0.575499
57	0.445313	0.56216	0.559382
58	0.453125	0.540427	0.537845
59	0.460938	0.513531	0.511305
60	0.46875	0.482182	0.480435
61	0.476563	0.447339	0.446107
62	0.484375	0.410031	0.409261
63	0.492188	0.371182	0.370782
64	0.5	0.331533	0.331433
65	0.507813	0.291684	0.291885
66	0.515625	0.252236	0.252807
67	0.523438	0.21393	0.214963
68	0.53125	0.17769	0.179239
69	0.539063	0.144548	0.146575
70	0.546875	0.115461	0.117845
71	0.554688	0.0911426	0.0937231
72	0.5625	0.0719856	0.0746279
73	0.570313	0.0581132	0.0607581
74	0.578125	0.0495305	0.0521947
75	0.585938	0.0462763	0.0490076
76	0.59375	0.0484847	0.0512982
77	0.601563	0.0563201	0.0591528
78	0.609375	0.0698209	0.0725333
79	0.617188	0.0887466	0.0911706
80	0.625	0.11252	0.114525
81	0.632813	0.140304	0.141845
82	0.640625	0.17117	0.172287
83	0.648438	0.20427	0.205045
84	0.65625	0.23892	0.239411
85	0.664063	0.274551	0.274745
86	0.671875	0.31057	0.310384
87	0.679688	0.346217	0.345547
88	0.6875	0.380524	0.379306
89	0.695313	0.412395	0.410654
90	0.703125	0.440784	0.438631
91	0.710938	0.464867	0.462456
92	0.71875	0.484128	0.481585
93	0.726563	0.498302	0.49568
94	0.734375	0.507232	0.504511
95	0.742188	0.51072	0.507848
96	0.75	0.508464	0.505427
97	0.757813	0.500135	0.496997
98	0.765625	0.485531	0.482435
99	0.773438	0.464735	0.461853
100	0.78125	0.438176	0.435646
101	0.789063	0.406558	0.404434
102	0.796875	0.370691	0.368941
103	0.804688	0.331324	0.329876
104	0.8125	0.289061	0.287871
105	0.820313	0.244418	0.243509
106	0.828125	0.197956	0.197424
107	0.835938	0.150429	0.150391
108	0.84375	0.102825	0.103357
109	0.851563	0.056284	0.0573731
110	0.859375	0.0119211	0.0134672
111	0.867188	-0.0293495	-0.0274883
112	0.875	-0.0668978	-0.0648387
113	0.882813	-0.100328	-0.0981164
114	0.890625	-0.129335	-0.126943
115	0.898438	-0.153559	-0.150933
116	0.90625	-0.17253	-0.16965
117	0.914063	-0.185741	-0.182671
118	0.921875	-0.192811	-0.189693
119	0.929688	-0.193645	-0.190655
120	0.9375	-0.188498	-0.185777
121	0.945313	-0.177909	-0.175517
122	0.953125	-0.162536	-0.160448
123	0.960938	-0.142988	-0.141143
124	0.96875	-0.119751	-0.118112
125	0.976563	-0.0932366	-0.0918414
126	0.984375	-0.063932	-0.062885
127	0.992188	-0.0325334	-0.031966
128	1	0	0
