1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 
4958.2 	 -7104.66 	 2592.22 	 -631.419 	 288.541 	 -169.25 	 113.431 	 -82.6456 	 63.8119 	 -51.448 	 42.9136 	 -36.8041 	 32.3148 	 -28.9577 	 26.4237 	 -24.5106 	 23.0831 	 -22.0498 	 21.3499 	 -20.9443 	 10.4057 	 
-315.71 	 1218.55 	 -1502.46 	 720.486 	 -169.25 	 74.4334 	 -42.5718 	 28.1315 	 -20.3643 	 15.7012 	 -12.6833 	 10.6235 	 -9.16359 	 8.10153 	 -7.31672 	 6.7338 	 -6.30423 	 5.99617 	 -5.78885 	 5.66923 	 -2.81506 	 
64.3465 	 -169.25 	 482.641 	 -668.835 	 350.244 	 -82.6456 	 36.0096 	 -20.3643 	 13.3327 	 -9.59156 	 7.37107 	 -5.95016 	 4.99128 	 -4.31972 	 3.83791 	 -3.48817 	 3.23494 	 -3.05573 	 2.93625 	 -2.86773 	 1.4227 	 
-21.2859 	 49.544 	 -82.6456 	 268.958 	 -393.337 	 215.55 	 -51.448 	 22.4632 	 -12.6833 	 8.2846 	 -5.95016 	 4.57114 	 -3.69443 	 3.10779 	 -2.70152 	 2.41457 	 -2.21115 	 2.06944 	 -1.97603 	 1.92285 	 -0.952786 	 
9.24264 	 -20.3643 	 27.8098 	 -51.448 	 178.696 	 -270 	 152.325 	 -36.8041 	 16.1727 	 -9.16359 	 6 	 -4.31972 	 3.3288 	 -2.70152 	 2.28493 	 -2 	 1.80287 	 -1.66802 	 1.58028 	 -1.53074 	 0.757359 	 
-4.79578 	 10.2604 	 -12.6833 	 18.7909 	 -36.8041 	 132.946 	 -205.54 	 118.438 	 -28.9577 	 12.831 	 -7.31672 	 4.81771 	 -3.48817 	 2.70486 	 -2.21115 	 1.88632 	 -1.66802 	 1.52186 	 -1.42817 	 1.37579 	 -0.67946 	 
2.83062 	 -5.95016 	 6.94426 	 -9.16359 	 14.2568 	 -28.9577 	 107.451 	 -169.116 	 99.1042 	 -24.5106 	 10.9633 	 -6.30423 	 4.18483 	 -3.05573 	 2.39174 	 -1.97603 	 1.70654 	 -1.53074 	 1.42009 	 -1.35892 	 0.669667 	 
-1.84721 	 3.83881 	 -4.31972 	 5.3177 	 -7.31672 	 11.762 	 -24.5106 	 92.803 	 -148.263 	 88.1444 	 -22.0498 	 9.96569 	 -5.78885 	 3.88312 	 -2.86773 	 2.27325 	 -1.90557 	 1.67353 	 -1.53074 	 1.45292 	 -0.714087 	 
1.31023 	 -2.70152 	 2.96564 	 -3.48817 	 4.45061 	 -6.30423 	 10.3773 	 -22.0498 	 84.8544 	 -137.387 	 82.752 	 -20.9443 	 9.57621 	 -5.63012 	 3.82647 	 -2.86773 	 2.3118 	 -1.97603 	 1.7754 	 -1.66802 	 0.817086 	 
-1 	 2.05017 	 -2.21115 	 2.51923 	 -3.05573 	 4 	 -5.78885 	 9.70368 	 -20.9443 	 81.7269 	 -134 	 81.7269 	 -20.9443 	 9.70368 	 -5.78885 	 4 	 -3.05573 	 2.51923 	 -2.21115 	 2.05017 	 -1 	 
0.817086 	 -1.66802 	 1.7754 	 -1.97603 	 2.3118 	 -2.86773 	 3.82647 	 -5.63012 	 9.57621 	 -20.9443 	 82.752 	 -137.387 	 84.8544 	 -22.0498 	 10.3773 	 -6.30423 	 4.45061 	 -3.48817 	 2.96564 	 -2.70152 	 1.31023 	 
-0.714087 	 1.45292 	 -1.53074 	 1.67353 	 -1.90557 	 2.27325 	 -2.86773 	 3.88312 	 -5.78885 	 9.96569 	 -22.0498 	 88.1444 	 -148.263 	 92.803 	 -24.5106 	 11.762 	 -7.31672 	 5.3177 	 -4.31972 	 3.83881 	 -1.84721 	 
0.669667 	 -1.35892 	 1.42009 	 -1.53074 	 1.70654 	 -1.97603 	 2.39174 	 -3.05573 	 4.18483 	 -6.30423 	 10.9633 	 -24.5106 	 99.1042 	 -169.116 	 107.451 	 -28.9577 	 14.2568 	 -9.16359 	 6.94426 	 -5.95016 	 2.83062 	 
-0.67946 	 1.37579 	 -1.42817 	 1.52186 	 -1.66802 	 1.88632 	 -2.21115 	 2.70486 	 -3.48817 	 4.81771 	 -7.31672 	 12.831 	 -28.9577 	 118.438 	 -205.54 	 132.946 	 -36.8041 	 18.7909 	 -12.6833 	 10.2604 	 -4.79578 	 
